Latitude,Longitude,Date,Time,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Barometer mmHg
25.89853,-80.16061,10/25/2024,15:31:34,8.62,54416.6,2.576,51876.2,68.6,68.6,4.49,3.744,34.24,52121.8,0.38,33879,6.62,0,8.24,-80.4,27.305,2.573,-0.8,765.4
25.89852,-80.16061,10/25/2024,15:31:39,2.05,54416.3,2.576,51877.5,67.6,67.6,4.43,3.745,34.24,52122.8,0.37,33880,6.18,0,8.24,-80.4,27.303,2.574,-0.9,765.4
25.89853,-80.16061,10/25/2024,15:31:44,2.36,54414.9,2.577,51892.9,66.3,66.2,4.34,3.746,34.25,52136.6,0.35,33889,7.48,0,8.24,-80.4,27.288,2.586,-1.1,765.4
25.89852,-80.16061,10/25/2024,15:31:49,2.37,54411.4,2.577,51905.7,65.0,64.9,4.25,3.746,34.26,52147.7,0.35,33896,7.88,0,8.24,-80.4,27.272,2.575,-1.9,765.4
25.89852,-80.16061,10/25/2024,15:31:54,2.41,54407.8,2.577,51910.1,64.1,64.0,4.19,3.746,34.26,52151.4,0.32,33898,7.94,0,8.24,-80.4,27.265,2.582,-2.7,765.4
25.89852,-80.16061,10/25/2024,15:31:59,2.36,54404.1,2.577,51911.0,63.6,63.5,4.16,3.746,34.26,52151.8,0.32,33899,5.33,0,8.24,-80.4,27.261,2.570,-2.8,765.4
25.89852,-80.16060,10/25/2024,15:32:04,2.48,54401.5,2.577,51914.2,63.3,63.2,4.14,3.746,34.27,52154.5,0.33,33900,4.75,0,8.24,-80.4,27.256,2.581,-2.8,765.4
25.89852,-80.16059,10/25/2024,15:32:09,3.06,54399.5,2.577,51914.0,63.0,62.9,4.12,3.746,34.27,52154.0,0.36,33900,4.20,0,8.24,-80.4,27.254,2.573,-3.6,765.4
25.89852,-80.16059,10/25/2024,15:32:14,3.13,54398.3,2.577,51910.4,62.7,62.7,4.11,3.746,34.26,52150.7,0.39,33898,4.64,0,8.24,-80.3,27.257,2.574,-4.5,765.4
25.89852,-80.16059,10/25/2024,15:32:19,3.17,54397.5,2.576,51907.5,62.4,62.4,4.09,3.745,34.26,52148.0,0.42,33896,4.57,0,8.24,-80.3,27.259,2.580,-3.9,765.4
25.89852,-80.16060,10/25/2024,15:32:24,2.88,54399.3,2.576,51906.9,62.2,62.1,4.07,3.745,34.26,52147.6,0.42,33896,3.86,0,8.24,-80.3,27.261,2.567,-2.3,765.4
25.89853,-80.16061,10/25/2024,15:32:29,2.32,54400.6,2.576,51906.9,62.0,61.9,4.06,3.745,34.26,52147.8,0.39,33896,3.22,0,8.24,-80.3,27.262,2.583,-1.5,765.4
25.89853,-80.16062,10/25/2024,15:32:34,2.20,54399.8,2.577,51905.8,61.8,61.8,4.05,3.746,34.26,52146.7,0.33,33895,2.62,0,8.24,-80.3,27.262,2.577,-0.6,765.4
25.89853,-80.16062,10/25/2024,15:32:39,2.21,54397.3,2.577,51903.5,61.6,61.6,4.04,3.746,34.26,52144.3,0.27,33894,2.39,0,8.23,-80.3,27.262,2.579,-0.5,765.4
25.89853,-80.16063,10/25/2024,15:32:44,2.19,54395.1,2.577,51900.0,61.5,61.4,4.02,3.746,34.26,52141.0,0.25,33892,2.64,0,8.23,-80.2,27.264,2.583,-0.3,765.4
25.89852,-80.16063,10/25/2024,15:32:49,2.43,54395.6,2.577,51897.9,61.2,61.2,4.01,3.746,34.25,52139.2,0.28,33890,2.47,0,8.23,-80.2,27.266,2.579,0.1,765.4
25.89852,-80.16064,10/25/2024,15:32:54,2.51,54397.7,2.577,51900.9,61.0,60.9,3.99,3.746,34.26,52142.1,0.29,33892,2.78,0,8.23,-80.2,27.265,2.579,0.8,765.4
25.89853,-80.16064,10/25/2024,15:32:59,2.34,54398.8,2.577,51906.7,60.8,60.7,3.98,3.747,34.26,52147.4,0.31,33896,3.02,0,8.23,-80.2,27.260,2.574,0.7,765.3
25.89853,-80.16064,10/25/2024,15:33:04,4.50,54399.8,2.577,51908.7,60.6,60.6,3.97,3.746,34.26,52149.3,0.41,33897,5.21,0,8.23,-80.2,27.259,2.574,0.0,765.4
25.89854,-80.16065,10/25/2024,15:33:09,1.25,54397.5,2.574,51903.2,60.0,60.0,3.93,3.741,34.26,52144.1,0.59,33894,53.83,0,8.23,-80.2,27.263,2.526,-1.2,765.4
25.89854,-80.16066,10/25/2024,15:33:14,0.61,54370.6,2.565,51883.4,43.6,43.6,2.85,3.729,34.24,52123.6,0.58,33880,120.79,0,8.23,-80.0,27.257,2.513,-1.5,765.4
25.89855,-80.16067,10/25/2024,15:33:19,0.96,54326.0,2.542,51864.1,41.7,41.7,2.73,3.696,34.23,52101.8,0.75,33866,222.58,0,8.23,-79.8,27.235,2.180,-1.9,765.3
25.89856,-80.16068,10/25/2024,15:33:24,1.47,54274.2,2.493,51848.7,52.9,52.9,3.47,3.625,34.22,52082.8,0.58,33854,112.47,0,8.23,-79.8,27.203,2.248,-2.6,765.3
25.89856,-80.16068,10/25/2024,15:33:29,1.56,54242.0,2.448,51849.0,59.5,59.5,3.90,3.558,34.21,52079.9,0.48,33852,11.30,0,8.23,-80.1,27.173,2.245,-2.7,765.3
25.89856,-80.16068,10/25/2024,15:33:34,1.78,54221.9,2.406,51846.9,61.6,61.6,4.04,3.498,34.21,52076.0,0.51,33849,12.29,0,8.24,-80.5,27.157,2.250,-3.0,765.4
25.89856,-80.16068,10/25/2024,15:33:39,1.24,54189.6,1.663,51806.2,68.5,68.4,4.49,2.417,34.18,52036.1,0.36,33823,12.30,0,8.25,-81.2,27.167,1.634,-2.8,765.4
25.89855,-80.16068,10/25/2024,15:33:44,1.03,54162.2,1.771,51751.5,70.1,70.1,4.60,2.575,34.14,51984.1,0.27,33790,4.72,0,8.27,-82.2,27.194,1.795,-3.8,765.3
25.89855,-80.16068,10/25/2024,15:33:49,1.70,54160.6,1.774,51723.0,70.4,70.4,4.62,2.579,34.12,51958.4,0.21,33773,2.74,0,8.28,-82.7,27.219,1.760,-3.8,765.4
25.89854,-80.16067,10/25/2024,15:33:54,1.42,54217.6,1.756,51766.6,70.7,70.6,4.63,2.553,34.16,52003.2,0.13,33802,2.33,0,8.28,-83.0,27.229,1.694,-4.1,765.3
25.89854,-80.16067,10/25/2024,15:33:59,1.18,54233.1,1.723,51776.2,71.1,71.0,4.66,2.505,34.16,52013.5,0.07,33809,1.47,0,8.29,-83.4,27.234,1.587,-3.9,765.3
25.89853,-80.16065,10/25/2024,15:34:04,0.86,54163.4,0.601,51709.4,71.8,71.8,4.71,0.874,34.11,51946.4,0.05,33765,0.18,0,8.29,-83.7,27.235,0.800,-4.5,765.3
25.89852,-80.16064,10/25/2024,15:34:09,0.76,53913.5,0.409,51421.7,79.6,79.6,5.22,0.594,33.90,51662.5,0.03,33581,-0.74,0,8.30,-83.9,27.283,0.423,-4.3,765.4
25.89852,-80.16064,10/25/2024,15:34:14,0.72,53611.2,0.458,51044.5,80.6,80.6,5.29,0.666,33.63,51292.7,-0.01,33340,-1.13,0,8.30,-84.0,27.369,0.505,-3.4,765.4
25.89851,-80.16063,10/25/2024,15:34:19,0.77,53437.3,0.502,50819.0,81.3,81.2,5.33,0.730,33.46,51072.4,-0.03,33197,-1.25,0,8.30,-84.3,27.424,0.608,-2.8,765.4
25.89850,-80.16062,10/25/2024,15:34:24,0.76,53435.4,0.535,50814.1,82.7,82.6,5.42,0.777,33.46,51067.8,-0.05,33194,-1.31,0,8.30,-84.4,27.428,0.602,-2.8,765.4
25.89849,-80.16061,10/25/2024,15:34:29,0.72,53390.6,0.539,50749.4,84.1,84.0,5.52,0.784,33.41,51005.1,-0.06,33153,-1.33,0,8.30,-84.1,27.450,0.536,-2.7,765.4
25.89849,-80.16061,10/25/2024,15:34:34,0.72,53144.8,0.542,50468.9,84.7,84.7,5.56,0.787,33.21,50728.2,-0.05,32973,-1.35,0,8.30,-84.0,27.494,0.598,-2.1,765.4
25.89848,-80.16061,10/25/2024,15:34:39,0.69,49572.6,-0.272,47017.2,84.6,84.5,5.62,-0.394,30.68,47265.0,-0.06,30722,-1.39,0,8.29,-83.7,27.559,-0.281,-2.3,765.4
25.89848,-80.16060,10/25/2024,15:34:44,0.65,48626.4,-0.261,45980.3,88.7,88.6,5.90,-0.378,29.93,46237.4,-0.08,30054,-1.45,0,8.27,-82.7,27.705,-0.277,-2.3,765.3
25.89847,-80.16060,10/25/2024,15:34:49,0.72,48021.9,-0.241,45209.4,99.6,99.5,6.62,-0.350,29.37,45483.4,-0.06,29564,-1.44,0,8.27,-82.3,27.922,0.096,-2.3,765.4
25.89847,-80.16060,10/25/2024,15:34:54,2.77,43677.7,-0.901,40991.6,114.0,113.9,7.70,-1.301,26.34,41253.9,0.01,26815,-1.34,0,8.36,-87.6,28.081,-0.923,-2.2,765.4
25.89846,-80.16059,10/25/2024,15:34:59,2.51,43640.3,-0.876,40850.4,122.6,122.5,8.26,-1.266,26.24,41123.2,0.14,26730,-1.14,0,8.34,-86.9,28.205,-0.876,-1.7,765.3
25.89846,-80.16058,10/25/2024,15:35:04,2.17,44258.7,-0.884,41409.7,124.4,124.3,8.37,-1.278,26.65,41688.4,0.20,27097,-1.04,0,8.33,-86.1,28.228,-0.882,-1.5,765.4
25.89846,-80.16058,10/25/2024,15:35:09,1.97,44821.9,-0.871,41968.2,125.4,125.3,8.42,-1.259,27.05,42247.2,0.25,27461,-1.11,0,8.32,-85.8,28.189,-0.847,-1.4,765.4
25.89846,-80.16058,10/25/2024,15:35:14,1.81,45615.9,-0.859,42765.0,121.4,121.3,8.13,-1.243,27.62,43043.5,0.19,27978,-1.16,0,8.32,-85.4,28.129,-0.835,-1.8,765.4
25.89932,-80.15673,10/25/2024,15:41:59,9.02,44506.1,-1.246,41705.9,145.1,145.0,9.77,-1.801,26.86,41979.6,8.08,27287,18.03,0,8.49,-95.9,28.151,-1.209,-1.0,765.4
25.89933,-80.15659,10/25/2024,15:42:04,14.64,44140.2,-1.243,41368.4,158.7,158.6,10.65,-1.795,26.61,41639.2,7.27,27065,11.77,0,8.49,-95.4,28.146,-1.212,-2.5,765.3
25.89933,-80.15647,10/25/2024,15:42:09,3.78,46457.6,-1.236,43512.4,169.0,168.9,11.28,-1.788,28.16,43800.3,0.30,28470,8.97,0,8.49,-95.9,28.176,-1.219,-1.7,765.3
25.89934,-80.15636,10/25/2024,15:42:14,3.26,46287.4,-1.232,43343.6,171.5,171.4,11.45,-1.783,28.04,43631.4,8.93,28360,9.10,0,8.50,-96.0,28.187,-1.223,-0.7,765.3
25.89934,-80.15623,10/25/2024,15:42:19,6.88,46168.2,-1.228,43255.2,171.0,170.8,11.43,-1.777,27.97,43539.9,22.54,28301,11.53,0,8.49,-95.9,28.161,-1.213,-1.2,765.4
25.89935,-80.15612,10/25/2024,15:42:24,2.78,45888.1,-1.224,43063.8,170.5,170.3,11.41,-1.770,27.83,43339.5,1.39,28171,57.90,0,8.50,-95.9,28.079,-1.222,-1.2,765.3
25.89935,-80.15600,10/25/2024,15:42:29,12.78,46002.6,-1.219,43190.8,169.8,169.6,11.37,-1.764,27.92,43465.2,6.88,28252,2.87,0,8.49,-95.8,28.057,-1.224,-1.9,765.4
25.89936,-80.15588,10/25/2024,15:42:34,8.43,46122.3,-1.215,43295.4,169.1,169.0,11.32,-1.758,28.00,43571.4,15.13,28321,27.50,0,8.48,-95.2,28.065,-1.221,-2.5,765.2
25.89937,-80.15576,10/25/2024,15:42:39,7.49,46295.4,-1.215,43420.2,168.7,168.6,11.28,-1.758,28.09,43701.0,4.47,28406,4.93,0,8.48,-95.0,28.108,-1.215,-3.1,765.4
25.89938,-80.15565,10/25/2024,15:42:44,12.03,46500.3,-1.216,43579.0,168.6,168.4,11.25,-1.759,28.20,43864.5,1.31,28512,8.76,0,8.48,-94.8,28.148,-1.207,-2.9,765.4
25.89938,-80.15554,10/25/2024,15:42:49,6.76,46544.8,-1.216,43590.8,168.6,168.5,11.25,-1.759,28.21,43879.6,5.75,28522,24.96,0,8.47,-94.6,28.180,-1.213,-2.5,765.3
25.89939,-80.15543,10/25/2024,15:42:54,12.08,46629.5,-1.215,43658.6,167.6,167.5,11.17,-1.758,28.26,43949.1,11.41,28567,5.12,0,8.47,-94.4,28.193,-1.212,-1.8,765.3
25.89939,-80.15531,10/25/2024,15:42:59,8.20,46603.0,-1.214,43655.2,166.4,166.3,11.10,-1.757,28.26,43943.3,4.33,28563,5.36,0,8.47,-94.2,28.168,-1.212,-0.9,765.4
25.89940,-80.15520,10/25/2024,15:43:04,0.34,46679.5,-1.214,43718.6,165.9,165.8,11.06,-1.756,28.31,44008.1,5.51,28605,45.07,0,8.46,-94.0,28.178,-1.205,-0.5,765.3
25.89941,-80.15508,10/25/2024,15:43:09,4.33,46737.5,-1.213,43727.9,166.6,166.5,11.10,-1.755,28.31,44022.3,11.38,28614,33.36,0,8.46,-94.0,28.229,-1.212,0.7,765.4
25.89942,-80.15498,10/25/2024,15:43:14,5.15,46743.0,-1.212,43715.1,166.7,166.6,11.10,-1.754,28.31,44011.4,6.21,28607,6.99,0,8.46,-94.1,28.250,-1.205,1.4,765.3
25.89942,-80.15486,10/25/2024,15:43:19,11.47,46639.2,-1.212,43616.1,167.1,167.0,11.13,-1.754,28.23,43911.8,13.38,28543,4.54,0,8.47,-94.3,28.252,-1.222,0.8,765.4
25.89943,-80.15475,10/25/2024,15:43:24,4.65,46648.2,-1.213,43635.3,166.7,166.6,11.11,-1.754,28.25,43930.0,3.26,28555,11.05,0,8.47,-94.4,28.239,-1.209,2.4,765.3
25.89943,-80.15464,10/25/2024,15:43:29,8.10,46727.1,-1.212,43738.9,159.3,159.2,10.61,-1.754,28.32,44031.1,1.66,28620,6.19,0,8.46,-94.0,28.203,-1.212,2.0,765.5
25.89942,-80.15453,10/25/2024,15:43:34,0.90,46819.7,-1.213,43902.8,156.1,156.0,10.41,-1.755,28.44,44187.8,5.33,28722,1.64,0,8.45,-93.2,28.119,-1.215,1.5,765.4
25.89942,-80.15442,10/25/2024,15:43:39,18.94,46962.9,-1.212,44080.7,155.0,154.8,10.34,-1.755,28.56,44362.0,5.12,28835,2.74,0,8.44,-92.6,28.069,-1.206,2.5,765.2
25.89942,-80.15430,10/25/2024,15:43:44,3.25,47004.6,-1.213,44113.3,154.2,154.1,10.29,-1.755,28.59,44395.6,1.55,28857,11.79,0,8.43,-91.8,28.078,-1.221,3.0,765.3
25.89942,-80.15419,10/25/2024,15:43:49,5.37,47016.6,-1.213,44117.7,154.1,154.0,10.28,-1.755,28.59,44400.7,0.34,28860,85.43,0,8.42,-91.7,28.085,-1.214,1.6,765.4
25.89942,-80.15407,10/25/2024,15:43:54,9.30,47037.2,-1.213,44148.8,154.3,154.2,10.29,-1.755,28.61,44430.7,13.45,28880,9.18,0,8.42,-91.5,28.071,-1.216,0.6,765.4
25.89943,-80.15395,10/25/2024,15:43:59,11.24,46981.0,-1.213,44112.5,148.0,147.9,9.87,-1.755,28.59,44392.4,9.69,28855,25.02,0,8.42,-91.2,28.053,-1.213,1.5,765.4
25.89944,-80.15382,10/25/2024,15:44:04,1.86,46841.0,-1.213,44030.1,145.5,145.4,9.72,-1.756,28.52,44304.2,7.51,28798,17.12,0,8.41,-90.8,27.998,-1.214,1.7,765.4
25.89943,-80.15370,10/25/2024,15:44:09,5.89,46756.2,-1.214,44003.9,144.9,144.8,9.69,-1.757,28.50,44272.1,0.58,28777,15.92,0,8.40,-90.3,27.935,-1.217,1.6,765.3
25.89943,-80.15359,10/25/2024,15:44:14,4.19,46775.9,-1.215,44043.0,144.5,144.4,9.67,-1.758,28.53,44309.2,2.57,28801,7.82,0,8.39,-89.8,27.915,-1.208,1.3,765.2
25.89943,-80.15346,10/25/2024,15:44:19,9.73,46898.2,-1.215,44156.0,143.3,143.2,9.58,-1.759,28.61,44423.1,16.10,28875,12.12,0,8.39,-89.4,27.917,-1.220,1.3,765.4
25.89944,-80.15334,10/25/2024,15:44:24,17.68,46807.6,-1.216,44063.5,141.3,141.2,9.45,-1.760,28.54,44330.9,10.28,28815,2.26,0,8.38,-89.0,27.925,-1.209,1.2,765.3
25.89944,-80.15323,10/25/2024,15:44:29,7.87,46727.0,-1.217,44000.0,139.5,139.4,9.33,-1.762,28.50,44265.7,5.17,28773,24.29,0,8.38,-88.8,27.911,-1.216,1.5,765.4
25.89945,-80.15311,10/25/2024,15:44:34,2.06,47566.8,-1.217,44775.9,139.0,138.8,9.26,-1.763,29.06,45047.8,2.18,29281,74.33,0,8.37,-88.6,27.928,-1.215,0.3,765.3
25.89946,-80.15299,10/25/2024,15:44:39,6.40,46972.6,-1.218,44167.1,139.1,139.0,9.29,-1.763,28.62,44440.7,9.40,28886,5.98,0,8.37,-88.5,27.985,-1.218,1.2,765.4
25.89947,-80.15288,10/25/2024,15:44:44,4.58,47074.8,-1.217,44203.9,139.8,139.7,9.32,-1.762,28.65,44484.1,5.04,28915,5.05,0,8.38,-88.9,28.049,-1.213,0.4,765.4
25.89948,-80.15277,10/25/2024,15:44:49,6.90,47122.5,-1.217,44215.6,141.0,140.8,9.39,-1.761,28.66,44499.5,4.61,28925,53.26,0,8.38,-89.2,28.087,-1.217,0.3,765.3
25.89947,-80.15266,10/25/2024,15:44:54,3.92,47234.0,-1.217,44334.5,141.6,141.5,9.44,-1.761,28.75,44617.6,8.35,29001,84.58,0,8.38,-89.2,28.070,-1.204,0.3,765.3
25.89948,-80.15254,10/25/2024,15:44:59,8.32,47255.6,-1.217,44390.6,140.4,140.3,9.36,-1.761,28.79,44670.1,11.03,29036,9.24,0,8.38,-89.1,28.030,-1.223,-0.8,765.3
25.89949,-80.15242,10/25/2024,15:45:04,6.13,47018.9,-1.218,44266.6,133.8,133.7,8.94,-1.763,28.69,44534.8,2.12,28948,184.99,0,8.37,-88.6,27.919,-1.237,-0.6,765.4
25.89950,-80.15229,10/25/2024,15:45:09,7.30,46624.0,-1.219,43932.0,134.3,134.2,8.99,-1.765,28.45,44194.2,12.16,28726,23.27,0,8.37,-88.2,27.879,-1.225,-1.2,765.3
25.89951,-80.15216,10/25/2024,15:45:14,5.50,46515.1,-1.221,43800.0,135.7,135.5,9.08,-1.766,28.35,44064.5,6.99,28642,43.58,0,8.36,-88.0,27.912,-1.235,-0.9,765.3
25.89952,-80.15203,10/25/2024,15:45:19,2.84,47295.3,-1.223,44461.6,136.1,136.0,9.11,-1.769,28.84,44738.0,10.45,29080,57.31,0,8.36,-88.0,27.995,-1.224,0.4,765.2
25.89954,-80.15190,10/25/2024,15:45:24,15.45,46985.1,-1.224,44142.4,136.5,136.4,9.11,-1.772,28.61,44419.7,3.17,28873,63.10,0,8.36,-88.2,28.024,-1.223,1.5,765.3
25.89953,-80.15177,10/25/2024,15:45:29,9.02,47031.1,-1.225,44173.5,136.3,136.1,9.09,-1.774,28.63,44452.4,2.64,28894,33.17,0,8.37,-88.3,28.037,-1.229,1.7,765.3
25.89953,-80.15164,10/25/2024,15:45:34,9.18,46708.9,-1.228,43873.8,135.5,135.4,9.05,-1.776,28.41,44150.5,10.16,28698,27.59,0,8.36,-88.1,28.033,-1.225,0.8,765.3
25.89952,-80.15151,10/25/2024,15:45:39,13.01,46645.0,-1.228,43846.2,134.0,133.9,8.96,-1.777,28.39,44119.1,2.50,28677,12.05,0,8.36,-88.0,27.997,-1.233,-1.0,765.3
25.89952,-80.15138,10/25/2024,15:45:44,2.89,46708.3,-1.228,43935.4,132.7,132.6,8.87,-1.777,28.45,44205.7,20.88,28734,134.20,0,8.36,-87.6,27.963,-1.226,-1.1,765.3
25.89952,-80.15126,10/25/2024,15:45:49,6.97,46870.1,-1.228,44077.2,131.8,131.7,8.80,-1.777,28.56,44349.5,7.94,28827,36.59,0,8.35,-87.4,27.976,-1.229,-1.4,765.4
25.89952,-80.15113,10/25/2024,15:45:54,8.66,46658.5,-1.228,43873.4,131.5,131.4,8.79,-1.778,28.41,44145.0,9.85,28694,55.33,0,8.35,-87.3,27.981,-1.233,-2.7,765.4
25.89952,-80.15101,10/25/2024,15:45:59,7.97,47162.4,-1.228,44352.4,131.3,131.2,8.76,-1.777,28.76,44626.4,5.30,29007,43.30,0,8.35,-87.3,27.975,-1.225,-4.0,765.3
25.89953,-80.15089,10/25/2024,15:46:04,9.26,46260.6,-1.229,43536.2,131.0,130.9,8.78,-1.778,28.16,43801.7,9.16,28471,25.56,0,8.35,-87.3,27.939,-1.241,-4.3,765.3
25.89954,-80.15076,10/25/2024,15:46:09,10.50,46444.2,-1.229,43734.1,130.2,130.1,8.72,-1.778,28.31,43998.1,6.00,28599,97.30,0,8.35,-87.2,27.911,-1.227,-3.8,765.2
25.89954,-80.15064,10/25/2024,15:46:14,2.53,46450.6,-1.227,43763.3,129.3,129.2,8.66,-1.775,28.33,44025.0,0.50,28616,-0.16,0,8.35,-87.1,27.884,-1.206,-3.5,765.4
25.89954,-80.15054,10/25/2024,15:46:19,1.81,46819.1,-1.221,44129.9,128.4,128.3,8.59,-1.767,28.59,44391.7,2.33,28855,-1.18,0,8.34,-86.8,27.863,-1.156,-3.7,765.3
25.89955,-80.15046,10/25/2024,15:46:24,2.73,47200.1,-1.210,44484.4,128.0,127.9,8.56,-1.752,28.85,44748.8,2.26,29087,-1.04,0,8.34,-86.7,27.868,-1.139,-3.3,765.3
25.89955,-80.15038,10/25/2024,15:46:29,2.79,47346.0,-1.198,44598.5,128.5,128.4,8.58,-1.735,28.93,44866.1,1.79,29163,-1.02,0,8.34,-86.6,27.895,-1.133,-3.6,765.3
25.89955,-80.15030,10/25/2024,15:46:34,4.51,47351.6,-1.184,44569.8,129.5,129.4,8.64,-1.714,28.91,44840.9,1.80,29147,-0.98,0,8.34,-86.6,27.931,-1.119,-4.6,765.3
25.89954,-80.15024,10/25/2024,15:46:39,5.17,47314.9,-1.156,44516.4,130.5,130.4,8.71,-1.674,28.87,44789.1,1.94,29113,-0.97,0,8.34,-86.7,27.952,-1.009,-5.3,765.3
25.89954,-80.15017,10/25/2024,15:46:44,3.40,47175.4,-1.129,44410.2,131.0,130.9,8.75,-1.634,28.80,44679.6,2.22,29042,-0.88,0,8.34,-86.8,27.924,-0.904,-6.2,765.3
25.89955,-80.15009,10/25/2024,15:46:49,4.24,46824.4,-1.111,44149.0,130.7,130.6,8.74,-1.609,28.60,44409.4,2.62,28866,-0.92,0,8.34,-86.5,27.847,-0.992,-6.1,765.3
25.89955,-80.15002,10/25/2024,15:46:54,3.32,46871.0,-1.056,44189.4,129.8,129.7,8.69,-1.529,28.63,44450.4,1.75,28893,-0.94,0,8.33,-86.2,27.852,-0.778,-5.7,765.4
25.89955,-80.14996,10/25/2024,15:46:59,5.83,47093.4,-1.007,44362.0,129.1,129.0,8.63,-1.458,28.76,44628.0,1.20,29008,-0.95,0,8.33,-86.1,27.895,-0.788,-5.8,765.3
25.89956,-80.14989,10/25/2024,15:47:04,4.54,47511.8,-0.960,44687.6,129.5,129.4,8.63,-1.390,29.00,44962.9,0.68,29226,-0.81,0,8.33,-86.0,27.968,-0.796,-4.6,765.3
25.89957,-80.14983,10/25/2024,15:47:09,4.27,47448.3,-0.942,44621.0,130.3,130.2,8.68,-1.363,28.95,44896.7,0.62,29183,-0.77,0,8.33,-86.0,27.976,-1.063,-3.6,765.3
25.89957,-80.14977,10/25/2024,15:47:14,3.19,47274.5,-0.941,44452.7,131.5,131.4,8.77,-1.362,28.83,44727.8,1.16,29073,-0.76,0,8.34,-86.4,27.981,-1.098,-2.6,765.3
25.89959,-80.14968,10/25/2024,15:47:19,8.41,47079.8,-0.955,44241.8,140.7,140.6,9.39,-1.383,28.68,44518.6,9.95,28937,-0.78,0,8.34,-87.0,28.012,-1.143,0.2,765.2
25.89961,-80.14960,10/25/2024,15:47:24,1.80,47064.8,-0.973,44247.1,130.7,130.6,8.72,-1.408,28.68,44521.9,1.81,28939,-0.89,0,8.34,-86.9,27.989,-1.197,1.7,765.3
25.89962,-80.14950,10/25/2024,15:47:29,2.61,47202.2,-0.999,44419.2,127.9,127.8,8.54,-1.447,28.80,44690.4,2.08,29049,-0.79,0,8.34,-86.8,27.941,-1.181,3.7,765.4
25.89964,-80.14940,10/25/2024,15:47:34,1.74,47209.0,-1.056,44497.7,128.6,128.5,8.59,-1.529,28.86,44761.6,2.35,29095,-0.28,0,8.34,-86.7,27.863,-1.193,4.5,765.3
25.89968,-80.14929,10/25/2024,15:47:39,2.62,47223.0,-1.110,44566.5,127.5,127.4,8.52,-1.607,28.90,44825.0,2.21,29136,1.42,0,8.33,-86.2,27.800,-1.197,5.8,765.3
25.89969,-80.14919,10/25/2024,15:47:44,4.40,47054.6,-1.157,44414.0,125.9,125.8,8.42,-1.674,28.79,44670.9,1.76,29036,8.65,0,8.32,-85.6,27.794,-1.229,6.3,765.3
25.89969,-80.14907,10/25/2024,15:47:49,7.87,46701.8,-1.179,44035.6,123.8,123.7,8.29,-1.706,28.52,44295.1,1.97,28792,927.04,0,8.32,-85.6,27.845,-1.223,6.1,765.4
25.89971,-80.14896,10/25/2024,15:47:54,3.29,46124.6,-1.196,43461.6,124.0,123.9,8.31,-1.730,28.11,43720.9,6.98,28419,89.40,0,8.32,-85.6,27.879,-1.226,6.1,765.3
25.89973,-80.14885,10/25/2024,15:47:59,6.21,45876.9,-1.207,43176.8,131.4,131.3,8.81,-1.746,27.90,43439.9,3.14,28236,141.93,0,8.33,-86.0,27.937,-1.225,5.1,765.4
25.89975,-80.14874,10/25/2024,15:48:04,8.18,45784.0,-1.212,43021.2,132.7,132.6,8.90,-1.753,27.80,43290.7,8.07,28139,89.84,0,8.34,-86.4,28.018,-1.214,4.6,765.3
25.89976,-80.14862,10/25/2024,15:48:09,13.21,45885.0,-1.216,43089.8,132.3,132.2,8.86,-1.759,27.85,43362.6,8.94,28186,37.46,0,8.34,-86.7,28.044,-1.226,3.6,765.3
25.89977,-80.14851,10/25/2024,15:48:14,2.47,45853.8,-1.220,43146.1,120.8,120.7,8.10,-1.766,27.88,43410.0,3.54,28217,14.69,0,8.33,-86.1,27.947,-1.221,1.5,765.4
25.89978,-80.14840,10/25/2024,15:48:19,8.58,46032.3,-1.224,43404.3,118.1,118.0,7.93,-1.771,28.06,43660.1,2.61,28379,43.53,0,8.32,-85.3,27.842,-1.235,0.6,765.4
25.89980,-80.14830,10/25/2024,15:48:24,11.82,46200.3,-1.224,43609.0,116.9,116.8,7.85,-1.771,28.21,43861.1,7.03,28510,64.43,0,8.30,-84.4,27.793,-1.220,2.2,765.2
25.89983,-80.14819,10/25/2024,15:48:29,2.79,46468.0,-1.224,43815.9,121.8,121.7,8.16,-1.771,28.36,44074.0,4.70,28648,65.70,0,8.30,-84.3,27.844,-1.229,4.3,765.4
25.89986,-80.14808,10/25/2024,15:48:34,11.95,46703.7,-1.224,44036.0,119.4,119.3,7.99,-1.772,28.52,44295.7,7.29,28792,50.39,0,8.30,-84.1,27.847,-1.229,5.8,765.4
25.89989,-80.14795,10/25/2024,15:48:39,5.24,44191.1,-1.226,41692.4,116.9,116.8,7.83,-1.773,26.83,41935.5,13.25,27258,46.94,0,8.30,-84.2,27.816,-1.229,5.3,765.3
25.89990,-80.14783,10/25/2024,15:48:44,5.88,45055.6,-1.228,42584.2,115.5,115.4,7.79,-1.776,27.47,42824.4,18.28,27836,102.62,0,8.30,-84.2,27.728,-1.242,2.5,765.3
25.89993,-80.14771,10/25/2024,15:48:49,13.30,44974.4,-1.230,42539.6,114.0,113.9,7.70,-1.778,27.44,42776.2,9.63,27805,21.89,0,8.29,-83.8,27.691,-1.232,1.7,765.4
